texto,label
"VPS 
4. 
CONTRAINDICAÇÕES 
5. ADVERTÊNCIAS E 
PRECAUÇÕES",OUTROS
"VPS/VP 
400 MG CAP MOLE 
CT BL AL PLAS 
PVC/PVDC TRANS 
X 10 
23/10/2024 
1455372/24-2 
10452 - 
GENÉRICO 
- 
Notificação 
de Alteração 
de Texto de 
Bula – 
publicação 
no Bulário 
RDC 60/12 
23/10/2024 
1455372/24-2 
10452 - 
GENÉRICO - 
Notificação de 
Alteração de 
Texto de Bula – 
publicação no 
Bulário RDC 
60/12 
23/10/2024 
VP 
3. QUANDO NÃO 
DEVO USAR ESTE 
MEDICAMENTO? 
4. O QUE DEVO 
SABERANTES DE 
USAR ESTE 
MEDICAMENTO? 
8. QUAIS OS MALES 
QUE ESTE 
MEDICAMENTO 
PODE CAUSAR? 
VPS 
5. ADVERTÊNCIAS 
PRECAUÇÕES  
6. INTERAÇÕES 
MEDICAMENTOSAS 
8. POSOLOGIA E 
MODO DE USAR  
9. REAÇÕES 
ADVERSAS 
VP/VPS 
400 MG CAP MOLE 
CT BL AL PLAS 
PVC/PVDC TRANS 
X 10 
10452 - 
GENÉRICO 
- 
10452 - 
GENÉRICO - 
Notificação de 
VP 
VP/VPS 
400 MG CAP MOLE 
CT BL AL PLAS 
Notificação 
de Alteração 
de Texto de 
Bula – 
publicação 
no Bulário 
RDC 60/12 
Alteração de 
Texto de Bula – 
publicação no 
Bulário RDC 
60/12 
3. QUANDO NÃO 
DEVO USAR ESTE 
MEDICAMENTO? 
4. O QUE DEVO 
SABERANTES DE 
USAR ESTE 
MEDICAMENTO? 
6. INTERAÇÕES 
MEDICAMENTOSAS 
8. QUAIS OS MALES 
QUE ESTE 
MEDICAMENTO 
PODE CAUSAR? 
VPS 
3. CARACTERÍSTICAS 
FARAMCOLÓGICAS 
6. INTERAÇÕES 
MEDICAMENTOSAS 
9. REAÇÕES 
ADVERSAS 
PVC/PVDC TRANS 
X 10",OUTROS
"levonorgestrel + etinilestradiol 
Comprimido revestido 
0,15 mg + 0,03 mg 
Biolab Sanus                                                           levonorgestrel + etinilestradiol – Paciente (08/2024) 2 
levonorgestrel  
etinilestradiol 
Medicamento genérico - lei 9787/99",OUTROS
"Comprimido revestido 0,15 mg + 0,03 mg. Caixa com 21 ou 63 comprimidos revestidos. 
USO ORAL 
USO ADULTO",OUTROS
"Cada comprimido revestido contém: 
levonorgestrel ................................................................................ 0,15 mg 
etinilestradiol .................................................................................. 0,03 mg 
Excipientes: lactose monoidratada, croscarmelose sódica, laurilsulfato de sódio, copovidona, celulose 
microcristalina, hipromelose, etilcelulose e macrogol.",COMPOSICAO
"O levonorgestrel + etinilestradiol é indicado na prevenção da gravidez e para o controle de irregularidades 
menstruais. Embora os contraceptivos orais sejam altamente eficazes, há casos de gravidez em mulheres 
que os utilizam.",INDICACAO
"O levonorgestrel + etinilestradiol é um contraceptivo oral que combina 2 hormônios, o etinilestradiol e o 
levonorgestrel. Os contraceptivos orais combinados, que possuem 2 hormônios em sua composição, 
suprimem as gonadotrofinas, ou seja, inibem os estímulos hormonais que levam à ovulação, o que leva à 
contracepção.",OUTROS
"O levonorgestrel + etinilestradiol não deve ser utilizado por mulheres grávidas ou com suspeita de gravidez, 
ou ainda por mulheres que estejam amamentando. 
O levonorgestrel + etinilestradiol não deve ser utilizado por mulheres com hipersensibilidade (alergia) a 
qualquer um dos componentes de levonorgestrel + etinilestradiol. 
O levonorgestrel + etinilestradiol não deve ser utilizado por mulheres que apresentem qualquer uma das 
seguintes condições: história anterior ou atual de trombose venosa profunda (obstrução de uma veia); 
história anterior ou atual de tromboembolismo (obstrução de um ou mais vasos sanguíneos por coágulo); 
Biolab Sanus                                                           levonorgestrel + etinilestradiol – Paciente (08/2024) 3 
doença vascular cerebral (“derrame”) ou arterial coronariana; valvulopatias trombogênicas (alteração 
cardíaca que leva à formação de coágulos); distúrbios do ritmo cardíaco trombogênico (alteração do ritmo 
do coração que leva à formação de coágulos); trombofilias hereditárias ou adquiridas (distúrbios da 
coagulação com formação de coágulos); dor de cabeça com sintomas neurológicos tais como aura 
(sensações que antecedem crises de enxaqueca, que podem ser alterações na visão, formigamentos no corpo 
ou diminuição de força); diabetes com comprometimento da circulação; hipertensão (pressão alta) não 
controlada; câncer de mama ou outra neoplasia dependente do hormônio estrogênio conhecido ou suspeito; 
tumores do fígado, ou doença do fígado ativa, desde que a função hepática não tenha retornado ao normal; 
sangramento vaginal sem causa determinada; história anterior ou atual de pancreatite associada à 
hipertrigliceridemia severa (inflamação do pâncreas com aumento dos níveis de triglicerídeos no sangue). 
Os contraceptivos orais combinados são contraindicados para uso concomitante com certos medicamentos 
antivirais contra o vírus da hepatite C (HCV), como ombitasvir, paritaprevir, ritonavir e dasabuvir. 
Este medicamento é contraindicado para uso por homens. 
Este medicamento não deve ser utilizado por mulheres grávidas ou que possam ficar grávidas 
durante o tratamento. 
Este medicamento não deve ser usado por pessoas com síndrome de má-absorção de glicose-
galactose. 
Se você já teve trombose, não use este medicamento. 
Este medicamento é contraindicado durante o aleitamento ou doação de leite, pois é excretado no 
leite humano e pode causar reações indesejáveis no bebê. Seu médico ou cirurgião-dentista deve 
apresentar alternativas para o seu tratamento ou para a alimentação do bebê.",CONTRAINDICACAO
"Precauções 
O uso de contraceptivos orais combinados deve ser feito com acompanhamento médico.  
Intolerância à glicose tem sido relatada em usuárias de contraceptivos orais combinados. Por isso, pacientes 
com intolerância à glicose ou diabetes mellitus devem ser acompanhadas criteriosamente enquanto 
estiverem recebendo contraceptivos orais combinados (vide questão 3. QUANDO NÃO DEVO USAR 
ESTE MEDICAMENTO?). 
Uma pequena parcela das usuárias de contraceptivos orais combinados pode apresentar alterações lipídicas 
(alteração dos níveis de colesterol). Hipertrigliceridemia (aumento dos triglicerídeos) persistente pode 
ocorrer em uma pequena parcela das usuárias de contraceptivos orais combinados. Elevações de 
triglicerídeos plasmáticos em usuárias de contraceptivos orais combinados podem resultar em pancreatite 
(inflamação no pâncreas) e outras complicações. Mulheres em tratamento para dislipidemias devem ser 
rigorosamente monitoradas se optarem pelo uso de contraceptivos orais combinados. 
Biolab Sanus                                                           levonorgestrel + etinilestradiol – Paciente (08/2024) 4 
Algumas mulheres podem não apresentar menstruação durante o intervalo sem comprimidos. Se o 
contraceptivo oral combinado não foi utilizado de acordo com as orientações antes da menstruação ou se 
não ocorrer duas menstruações consecutivas, deve-se interromper o uso e utilizar um método contraceptivo 
não hormonal de controle da natalidade até que a possibilidade de gravidez seja excluída. 
Pode ocorrer sangramento de escape em mulheres em tratamento com contraceptivos orais combinados, 
sobretudo nos primeiros três meses de uso. Se esse tipo de sangramento persistir ou recorrer, o médico deve 
ser informado. Caso alguma destas alterações ocorra, o médico deve ser informado. 
Mulheres utilizando contraceptivos orais combinados com história de depressão devem ser observadas 
criteriosamente e o medicamento deve ser suspenso se a depressão reaparecer com gravidade. As pacientes 
que ficarem significantemente deprimidas durante o tratamento com contraceptivos orais combinados 
devem interromper o uso do medicamento e utilizar um método contraceptivo alternativo, na tentativa de 
determinar se o sintoma está relacionado ao medicamento. 
Este produto não protege contra infecção por HIV (AIDS) ou outras doenças sexualmente transmissíveis. 
Diarreia e/ou vômitos podem reduzir a absorção do hormônio, resultando na diminuição das concentrações 
séricas (no sangue). Orientação em caso de vômitos e/ou diarreia, vide questão 6. COMO DEVO USAR 
ESTE MEDICAMENTO? 
Este medicamento não protege contra as doenças transmitidas por relações sexuais, inclusive a AIDS. 
Para essa proteção é recomendado que você ou seu parceiro use preservativo (camisinha) em cada 
relação sexual.  
Gravidez 
Se ocorrer gravidez durante o tratamento com contraceptivo oral combinado, as próximas administrações 
devem ser interrompidas. Não há evidências conclusivas de que o estrogênio e o progestogênio contidos no 
contraceptivo oral combinado prejudicarão o desenvolvimento do bebê se houver concepção acidental 
durante seu uso. (Vide questão 3. QUANDO NÃO DEVO USAR ESTE MEDICAMENTO?). 
Lactação 
Pequenas quantidades de contraceptivos hormonais e/ou metabólitos foram identificadas no leite materno 
e poucos efeitos adversos foram relatados em lactentes, incluindo icterícia (cor amarelada da pele) e 
aumento das mamas. A lactação pode ser afetada pelos contraceptivos orais combinados, pois 
contraceptivos orais combinados podem reduzir a quantidade e alterar a composição do leite materno.  
Em geral, não deve ser recomendado o uso de contraceptivos orais combinados até que a lactante tenha 
deixado totalmente de amamentar a criança. 
Biolab Sanus                                                           levonorgestrel + etinilestradiol – Paciente (08/2024) 5 
Advertências 
Fumar aumenta o risco de efeitos colaterais cardiovasculares graves decorrentes do uso de contraceptivos 
orais combinados. Este risco aumenta com a idade e com a intensidade do consumo de cigarros e é bastante 
acentuado em mulheres com mais de 35 anos de idade. Mulheres que tomam contraceptivos orais 
combinados devem ser firmemente aconselhadas a não fumar. 
Atenção: Fumar aumenta o risco deste medicamento causar problemas no coração e vasos 
sanguíneos.  
1. Tromboembolismo e trombose venosa e arterial 
O uso de contraceptivos orais combinados está associado a aumento do risco de eventos tromboembólicos 
(formação e eliminação de coágulos nos vasos sanguíneos) e trombóticos (obstrução de uma veia ou 
artéria). Entre os eventos relatados estão: trombose venosa profunda (obstrução de uma veia por um 
coágulo); embolia pulmonar (obstrução de uma veia do pulmão por um coágulo); infarto do miocárdio e 
acidentes vasculares cerebrais (conhecido como derrame), ataque isquêmico transitório (paciente apresenta 
sintomas de derrame que duram menos de 24 horas). 
O risco para tais eventos é ainda maior em mulheres com condições predisponentes para tromboembolismo 
e trombose venosa.  
A seguir, exemplos de condições predisponentes para tromboembolismo e trombose venosa e arterial: 
- obesidade 
- cirurgia ou trauma com maior risco de trombose 
- parto recente ou aborto no segundo trimestre 
- imobilização prolongada 
- idade avançada 
- tabagismo, fumo 
- hipertensão (pressão alta) 
- dislipidemias (aumento do colesterol no sangue) 
O risco de acidente vascular cerebral (“derrame”) pode ser maior em usuárias de contraceptivo oral 
combinado que sofrem de enxaqueca (particularmente enxaqueca com aura, sensações ou mal estar que 
antecedem crises de enxaqueca). 
2. Lesões oculares 
Houve relatos de casos de trombose vascular retiniana (obstrução de um vaso do olho) com o uso de 
contraceptivos orais combinados, que podem resultar em perda total ou parcial da visão. Se houver sinais 
ou sintomas de alterações visuais, início de proptose (olho saltado para fora) ou diplopia (visão dupla), 
papiledema (edema, inchaço, do nervo do olho) ou lesões vasculares retinianas (dos vasos da retina), deve-
se interromper o uso dos contraceptivos orais combinados e avaliar imediatamente a causa. 
Biolab Sanus                                                           levonorgestrel + etinilestradiol – Paciente (08/2024) 6 
3. Pressão arterial 
Aumento da pressão arterial tem sido relatado em mulheres em uso de contraceptivos orais combinados. 
Em mulheres com hipertensão (pressão alta), histórico de hipertensão ou doenças relacionadas à hipertensão 
(incluindo algumas doenças renais), pode ser preferível utilizar outro método de controle da natalidade. Se 
contraceptivos orais combinados forem usados nestes casos, um acompanhamento rigoroso deve ser feito; 
caso ocorra aumento significativo da pressão arterial, deve-se interromper o uso do contraceptivo oral 
combinado.  
Aumento da pressão arterial associado ao uso de contraceptivo oral combinado, geralmente retorna aos 
valores basais (normais) com a interrupção do uso. 
O uso de contraceptivo oral combinado é contraindicado em mulheres com hipertensão não controlada. 
4. Câncer dos órgãos reprodutores 
Câncer de colo de útero 
O fator de risco mais importante para o câncer cervical, de colo de útero, é a infecção pelo papiloma vírus 
humano. Alguns estudos sugerem que o uso de contraceptivo oral combinado pode estar associado ao 
aumento do risco de câncer de colo de útero em algumas populações de mulheres. No entanto, ainda há 
controvérsia sobre o grau em que essas descobertas podem estar relacionadas a diferenças de 
comportamento sexual e outros fatores. Nos casos de sangramento genital anormal não diagnosticado, estão 
indicadas medidas diagnósticas adequadas. 
Câncer de mama 
Os fatores de risco estabelecidos para o desenvolvimento do câncer de mama incluem aumento da idade, 
histórico familiar, obesidade e mulheres que nunca tiveram filhos e idade tardia para a primeira gravidez. 
Um estudo mostrou que o risco de diagnóstico de câncer de mama foi ligeiramente maior em mulheres que 
utilizaram contraceptivos orais combinados do que nas que nunca utilizaram. O aumento do risco 
desaparece gradualmente no transcorrer de 10 anos após a interrupção do uso de contraceptivos orais 
combinados. O padrão observado de aumento do risco de diagnóstico de câncer de mama pode ser 
consequência da detecção mais precoce desse câncer em usuárias de contraceptivos orais combinados, dos 
efeitos biológicos dos contraceptivos orais combinados ou uma combinação de ambos. 
5. Neoplasia hepática/doença hepática/hepatite C 
Os tumores (câncer) hepáticos, em casos extremamente raros, podem estar associados ao uso de 
contraceptivo oral combinado. O risco parece aumentar com o tempo de uso do contraceptivo oral 
combinado. Mulheres com história de colestase (doença que compromete a produção da bile, o fígado e a 
vesícula biliar) relacionada ao contraceptivo oral combinado, e as que desenvolveram colestase durante a 
gravidez são mais propensas a apresentar essa condição, colestase, com o uso de contraceptivo oral 
combinado. Essas pacientes que usam contraceptivo oral combinado devem ser rigorosamente monitoradas, 
e o uso de contraceptivo oral combinado deve ser interrompido se a colestase recorrer. 
Biolab Sanus                                                           levonorgestrel + etinilestradiol – Paciente (08/2024) 7 
Foi relatada lesão das células do fígado com o uso de contraceptivos orais combinados. A identificação 
precoce da lesão associada ao uso de contraceptivo oral combinado pode reduzir a gravidade do quadro 
quando o contraceptivo oral combinado é descontinuado. Se a lesão for diagnosticada, a paciente deve 
interromper o uso do contraceptivo oral combinado, utilizar um método de controle da natalidade não 
hormonal e consultar seu médico. 
Durante os ensaios clínicos com pacientes tratados para infecções por HCV com os medicamentos contendo 
ombitasvir/paritaprevir/ritonavir e dasabuvir com ou sem ribavirina, elevações de transaminases (ALT) 
maiores que 5 vezes o limite superior do normal (LSN) ocorreram significativamente com mais frequência 
em mulheres que utilizaram medicamentos contendo etinilestradiol, como os contraceptivos orais 
combinados. 
6. Enxaqueca/Cefaleia 
Início ou piora de enxaqueca, ou desenvolvimento de cefaleia (dor de cabeça) com padrão novo que seja 
recorrente, persistente ou grave requer a descontinuação do contraceptivo oral combinado e avaliação da 
causa. 
Mulheres que sofrem de enxaqueca, particularmente enxaqueca com aura (sensações ou mal estar que 
antecedem crises de enxaqueca), que fazem uso de contraceptivos orais combinados podem ter um risco 
aumentado de “derrame”. 
7. Imune 
Angioedema (edema, inchaço, generalizado). 
Os estrogênios exógenos podem induzir ou exacerbar os sintomas de angioedema (inchaço de todas as 
partes do corpo, podendo incluir as vias aéreas), particularmente em mulheres com angioedema hereditário. 
Atenção: Contém lactose.",OUTROS
"Alguns medicamentos podem reduzir a eficácia dos contraceptivos orais quando tomados ao mesmo tempo. 
Interações entre etinilestradiol (um dos hormônios presentes no levonorgestrel + etinilestradiol) e outras 
substâncias podem diminuir ou aumentar as concentrações séricas (no sangue) de etinilestradiol. 
O uso concomitante com os medicamentos contendo ombitasvir/paritaprevir/ritonavir e dasabuvir, com ou 
sem ribavirina, pode aumentar o risco de elevações de ALT. 
Portanto, as usuárias de contraceptivos orais combinados devem mudar para um método contraceptivo 
alternativo (por exemplo, métodos contraceptivos somente com progestagênio ou não hormonais) antes de 
iniciar a terapia com medicamentos antivirais de HCV, como ombitasvir, paritaprevir, ritonavir, dasabuvir. 
Os contraceptivos orais combinados podem ser reiniciados 2 semanas após a conclusão do tratamento com 
um medicamento antiviral HCV. 
Biolab Sanus                                                           levonorgestrel + etinilestradiol – Paciente (08/2024) 8 
Concentrações séricas (no sangue) mais baixas de etinilestradiol podem causar maior incidência de 
sangramento de escape e irregularidades menstruais e, possivelmente, podem reduzir a eficácia do 
contraceptivo oral combinado. 
Durante o uso concomitante de produtos com etinilestradiol e substâncias que podem diminuir as 
concentrações séricas de etinilestradiol, recomenda-se que um método anticoncepcional não hormonal 
(como preservativos e espermicidas) seja utilizado além da ingestão regular de levonorgestrel + 
etinilestradiol. No caso de uso prolongado dessas substâncias, os contraceptivos orais combinados não 
devem ser considerados os contraceptivos primários (principal). 
Após a descontinuação das substâncias que podem diminuir as concentrações séricas de etinilestradiol, 
recomenda-se o uso de um método anticoncepcional não hormonal por, no mínimo, 7 dias. Em alguns casos 
é necessário o uso por um tempo mais prolongado do método anticoncepcional não hormonal, deste modo 
converse com o seu médico para que ele possa avaliar possíveis interações com outros medicamentos e/ou 
substâncias. 
A seguir, alguns exemplos das substâncias que podem diminuir as concentrações séricas de etinilestradiol: 
- qualquer substância que reduza o tempo do trânsito gastrintestinal e, portanto, a absorção do 
etinilestradiol;  
- medicamentos como: rifampicina (medicamento usado para tratamento de tuberculose), rifabutina, 
barbitúricos (medicamentos utilizados em anestesias), fenilbutazona, fenitoína (antiepiléptico), 
dexametasona, griseofulvina (medicamento antifúngico para tratamento de micoses), topiramato 
(antiepiléptico), modafinila (medicamento usado no tratamento de distúrbios do sono);  
- Hypericum perforatum, também conhecido como erva de São João, e ritonavir (antiviral);  
A seguir, alguns exemplos de substâncias que podem aumentar as concentrações séricas de etinilestradiol:  
- atorvastatina (medicamento para colesterol);  
- ácido ascórbico (vitamina C) e o paracetamol (acetaminofeno);  
- indinavir (antiviral), fluconazol (antifúngico) e troleandomicina (antibiótico).  
A troleandomicina pode aumentar o risco de colestase intra-hepática (parada ou dificuldade da eliminação 
da bile) durante a administração concomitante com contraceptivos orais combinados.  
O etinilestradiol pode interferir no metabolismo de outras drogas podendo aumentar as concentrações 
plasmáticas e teciduais (p. ex., ciclosporina, teofilina, corticosteroides) ou diminuir (p. ex., lamotrigina).  
Em pacientes tratados com a flunarizina (medicamento para vertigem), relatou-se que o uso de 
contraceptivos orais aumenta o risco de galactorreia (surgimento de leite nas mamas fora do período de 
amamentação). 
Houve relatos de gravidez quando os contraceptivos orais combinados foram coadministrados com certos 
antibióticos (por exemplo, ampicilina, outras penicilinas e tetraciclinas). 
As bulas dos medicamentos concomitantes devem ser consultadas para identificar possíveis interações. 
Informe ao seu médico ou cirurgião-dentista se você está fazendo uso de algum outro medicamento. 
Não use medicamento sem o conhecimento do seu médico. Pode ser perigoso para a sua saúde. 
Biolab Sanus                                                           levonorgestrel + etinilestradiol – Paciente (08/2024) 9",OUTROS
"O levonorgestrel + etinilestradiol deve ser conservado em temperatura ambiente (entre 15° e 30°C), 
protegido da luz e umidade. 
Número de lote e datas de fabricação e validade: vide embalagem. 
Não use medicamento com o prazo de validade vencido. Guarde-o em sua embalagem original. 
Antes de usar, observe o aspecto do medicamento. Caso ele esteja no prazo de validade e você observe 
alguma mudança no aspecto, consulte o farmacêutico para saber se poderá utilizá-lo. 
Todo medicamento deve ser mantido fora do alcance das crianças. 
Características do produto: comprimido revestido de cor branca, circular, biconvexo liso, com núcleo cor 
branca.",OUTROS
"Como tomar levonorgestrel + etinilestradiol  
Os comprimidos devem ser tomados diariamente no mesmo horário e na ordem indicada na embalagem. 
Tomar um comprimido diariamente por 21 dias consecutivos, seguido de um intervalo de 7 dias sem a 
ingestão de comprimidos. A embalagem seguinte deve ser iniciada após o intervalo de 7 dias sem a ingestão 
de comprimidos, ou seja, no 8º dia após o término da embalagem anterior. Após 2-3 dias do último 
comprimido de levonorgestrel + etinilestradiol ter sido tomado, inicia-se, em geral, a menstruação que pode 
ou não cessar antes do início da embalagem seguinte. 
Como começar a tomar levonorgestrel + etinilestradiol 
 Sem uso anterior de contraceptivo hormonal no mês anterior: o primeiro comprimido de 
levonorgestrel + etinilestradiol deve ser tomado no 1º dia do ciclo natural (ou seja, o primeiro dia de 
sangramento menstrual). Pode-se iniciar o tratamento com levonorgestrel + etinilestradiol entre o 2º e 
o 7º dia do ciclo menstrual, mas recomenda-se a utilização de método contraceptivo não hormonal 
(como preservativo e espermicida) nos primeiros 7 dias de administração de levonorgestrel + 
etinilestradiol. 
 Quando se passa a usar levonorgestrel + etinilestradiol no lugar de outro contraceptivo oral: 
preferencialmente, deve-se começar a tomar levonorgestrel + etinilestradiol no dia seguinte ao último 
comprimido ativo do contraceptivo oral combinado (com 2 hormônios) anterior ter sido ingerido, mas 
não mais tarde do que no dia após o intervalo sem comprimidos ou após a ingestão do último 
comprimido inativo (sem efeito) do contraceptivo oral combinado anterior. 
 Quando se passa a usar levonorgestrel + etinilestradiol no lugar de outro método contraceptivo 
com apenas progestogênio (mini-pílulas, implante, dispositivos intrauterinos [DIU], injetáveis): 
pode-se interromper o uso da mini-pílula em qualquer dia e deve-se começar a tomar levonorgestrel + 
Biolab Sanus                                                           levonorgestrel + etinilestradiol – Paciente (08/2024) 10 
etinilestradiol no dia seguinte. Deve-se iniciar o uso de levonorgestrel + etinilestradiol no mesmo dia 
da remoção do implante de progestogênio ou remoção do DIU. O uso de levonorgestrel + etinilestradiol 
deve ser iniciado na data em que a próxima injeção está programada. 
Em cada uma dessas situações, a paciente deve ser orientada a utilizar outro método não hormonal de 
contracepção durante os 7 primeiros dias de administração de levonorgestrel + etinilestradiol. 
 Após aborto no primeiro trimestre: pode-se começar a tomar levonorgestrel + etinilestradiol 
imediatamente. Não são necessários outros métodos contraceptivos. 
 Pós-parto: como o pós-parto imediato está associado ao aumento do risco de tromboembolismo 
(obstrução de um ou mais vasos sanguíneos por coágulo), o tratamento com levonorgestrel + 
etinilestradiol não deve começar antes do 28º dia após o parto em mulheres não lactantes (que não estão 
amamentando) ou após aborto no segundo trimestre. Deve-se orientar a paciente a utilizar outro método 
não hormonal de contracepção durante os 7 primeiros dias de administração de levonorgestrel + 
etinilestradiol. Entretanto, se já tiver ocorrido relação sexual, a possibilidade de gravidez antes do início 
da utilização de levonorgestrel + etinilestradiol deve ser descartada ou deve-se esperar pelo primeiro 
período menstrual espontâneo (ver questão 4. O QUE DEVO SABER ANTES DE USAR ESTE 
MEDICAMENTO?). 
Orientação em caso de vômitos e/ou diarreia 
No caso de vômito e/ou diarreia no período de 4 horas após a ingestão do comprimido, a absorção pode ser 
incompleta. Neste caso, um comprimido extra, de uma outra cartela, deve ser tomado. Para mais 
informações, consulte a questão 7. O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR 
ESTE MEDICAMENTO? 
Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. 
Não interrompa o tratamento sem o conhecimento do seu médico. 
Este medicamento não deve ser partido, aberto ou mastigado. 
7. O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE 
MEDICAMENTO?  
A proteção contraceptiva pode ser reduzida se a paciente esquecer-se de tomar algum comprimido de 
levonorgestrel + etinilestradiol e, particularmente, se o esquecimento ultrapassar o intervalo livre sem 
comprimidos. Recomenda-se consultar seu médico. 
 
Se a paciente esquecer-se de tomar um comprimido de levonorgestrel + etinilestradiol e lembrar 
dentro de até 12 horas da dose usual, deve-se ingeri-lo tão logo se lembre. Os comprimidos 
seguintes devem ser tomados no horário habitual. 
Biolab Sanus                                                           levonorgestrel + etinilestradiol – Paciente (08/2024) 11 
 
Se a paciente esquecer-se de tomar um comprimido de levonorgestrel + etinilestradiol e lembrar 
mais de 12 horas após a dose usual ou se tiverem sido esquecidos dois ou mais comprimidos, a 
proteção contraceptiva pode estar reduzida. O último comprimido esquecido deve ser tomado tão 
logo se lembre, o que pode resultar na tomada de dois comprimidos no mesmo dia. Os 
comprimidos seguintes devem ser ingeridos no horário habitual. Um método contraceptivo não 
hormonal deve ser usado nos próximos 7 dias. 
 
Se esses 7 dias ultrapassarem o último comprimido na embalagem em uso, a próxima embalagem 
deve ser iniciada tão logo a anterior tenha acabado; portanto não deve haver intervalo sem 
comprimidos entre as embalagens. Isto previne um intervalo prolongado entre os comprimidos, 
reduzindo, portanto, o risco de uma ovulação de escape. É improvável que ocorra hemorragia por 
supressão até que todos os comprimidos da nova embalagem sejam tomados, embora a paciente 
possa apresentar sangramento de escape nos dias em que estiver ingerindo os comprimidos. Se a 
paciente não tiver hemorragia por supressão após a ingestão de todos os comprimidos da nova 
embalagem, a possibilidade de gravidez deve ser descartada antes de se retomar a ingestão dos 
comprimidos. 
Proteção contraceptiva adicional 
Quando for necessária a utilização de proteção contraceptiva adicional, utilize métodos contraceptivos de 
barreira (por exemplo: diafragma ou preservativo). Não utilize os métodos da tabelinha ou da temperatura 
como proteção contraceptiva adicional, pois os contraceptivos orais modificam o ciclo menstrual, tais como 
as variações de temperatura e do muco cervical. 
Em caso de dúvidas, procure orientação do farmacêutico ou de seu médico, ou cirurgião-dentista.",POSOLOGIA
"O uso de contraceptivos orais combinados tem sido associado a aumento dos seguintes riscos: 
 
Eventos tromboembólicos (formação e eliminação de coágulos nos vasos sanguíneos) e 
trombóticos (obstrução) arteriais e venosos, incluindo infarto do miocárdio, acidente vascular 
cerebral (“derrame”), ataque isquêmico transitório (sintomas do derrame, porém com regressão 
em 24 horas), trombose venosa (obstrução de uma veia) e embolia pulmonar (obstrução de um 
vaso pulmonar por coágulo); 
 
Câncer de colo de útero; 
 
Câncer de mama; 
 
Tumores hepáticos (do fígado) benignos (p. ex., hiperplasia nodular focal, adenoma hepático). 
As reações adversas estão relacionadas de acordo com sua frequência: 
Reação muito comum (ocorre em mais de 10% dos pacientes que utilizam este medicamento): cefaleia 
(dor de cabeça), incluindo enxaqueca, sangramento de escape. 
Biolab Sanus                                                           levonorgestrel + etinilestradiol – Paciente (08/2024) 12 
Reação comum (ocorre ente 1% e 10% dos pacientes que utilizam este medicamento): vaginite (inflamação 
na vagina), incluindo candidíase (infecção causada pelo fungo Candida); alterações de humor, incluindo 
depressão, alterações de libido, nervosismo, tontura, náuseas (enjoo), vômitos, dor abdominal, acne, dor 
das mamas, aumento da sensibilidade das mamas, aumento do volume mamário, saída de secreção das 
mamas, dismenorreia (cólica menstrual), alteração do fluxo menstrual, alteração da secreção e ectrópio 
cervical (alteração do epitélio do colo do útero), amenorreia (falta da menstruação), retenção hídrica/edema 
(inchaço), alterações de peso (ganho ou perda). 
Reação incomum (ocorre ente 0,1% e 1% dos pacientes que utilizam este medicamento): alterações de 
apetite (aumento ou diminuição), cólicas abdominais, distensão (aumento do volume abdominal), erupções 
cutâneas (lesão na pele), cloasma/ melasma (manchas escuras na pele do rosto), que pode persistir; 
hirsutismo (aumento dos pelos), alopecia (perda de cabelo), aumento da pressão arterial, alterações nos 
níveis séricos de lipídios, incluindo hipertrigliceridemia (aumento dos triglicerídeos). 
Reação rara (ocorre ente 0,01% e 0,1% dos pacientes que utilizam este medicamento): reações 
anafiláticas/anafilactoides (reações alérgicas graves), incluindo casos muito raros de urticária (alergia da 
pele), angioedema (inchaço das partes mais profundas da pele ou da mucosa, geralmente de origem alérgica) 
e reações graves com sintomas respiratórios e circulatórios, intolerância à glicose (aumento das taxas de 
açúcar no sangue), intolerância a lentes de contato, icterícia colestática (coloração amarelada da pele e 
mucosas por acúmulo de pigmentos biliares, devido à obstrução), eritema nodoso (nódulos [protuberâncias] 
subcutâneos vermelhos e dolorosos), diminuição dos níveis séricos de folato***. 
Reação muito rara (ocorre em menos de 0,01% dos pacientes que utilizam este medicamento): carcinomas 
hepatocelulares (câncer de fígado), exacerbação do lúpus eritematoso sistêmico, exacerbação da porfiria, 
exacerbação da coreia, neurite óptica* (inflamação do nervo do olho), trombose vascular retiniana 
(obstrução de um vaso da retina), piora das varizes, pancreatite (inflamação no pâncreas), colite isquêmica 
(inflamação do intestino grosso ou cólon por falta de oxigenação), doença biliar, incluindo cálculos 
biliares** (cálculo na vesícula biliar), eritema multiforme e (manchas vermelhas, bolhas e/ou ulcerações 
pelo corpo), síndrome hemolítico-urêmica (síndrome caracterizada por anemia, diminuição do número de 
plaquetas e prejuízo na função renal entre outras alterações).",EFEITOS_ADVERSOS
